Eine	O
Rollstuhlfahrerin	O
wurde	O
gestern	O
Nachmittag	O
in	O
Tempelhof	O
stationär	O
in	O
einem	O
Krankenhaus	O
aufgenommen	O
.	O
Nach	O
ersten	O
Ermittlungen	O
war	O
ein	O
20-Jähriger	O
mit	O
seinem	O
„	O
Honda	O
``	O
gegen	O
15.15	O
Uhr	TIME
auf	O
dem	O
Tempelhofer	O
Damm	O
in	O
Richtung	O
Platz	O
der	O
Luftbrücke	O
unterwegs	O
.	O
Kurz	O
hinter	O
dem	O
S-Bahnhof	O
Tempelhof	O
erfasste	O
der	O
Autofahrer	O
die	O
87-jährige	O
Rollstuhlfahrerin	O
,	O
die	O
von	O
ihrem	O
62	O
Jahre	O
alten	O
Sohn	O
offenbar	O
bei	O
„	O
Grün	O
``	O
aus	O
Richtung	O
des	O
Tempelhofer	O
Feldes	O
über	O
den	O
Tempelhofer	O
Damm	O
geschoben	O
wurde	O
.	O
Die	O
Rollstuhlfahrerin	O
erlitt	O
Verletzungen	O
am	O
Bein	O
und	O
kam	O
zur	O
stationären	O
Behandlung	O
in	O
eine	O
Klinik	O
.	O
Ihr	O
Sohn	O
und	O
der	O
Autofahrer	O
wurden	O
nicht	O
verletzt	O
.	O
Die	O
Ermittlungen	O
hat	O
der	O
Verkehrsermittlungsdienst	O
der	O
Polizeidirektion	O
4	O
übernommen	O
.	O
In	O
der	O
vergangenen	O
Nacht	O
wurde	O
in	O
Kreuzberg	O
ein	O
Radfahrer	O
bei	O
einem	O
Unfall	O
schwer	O
verletzt	O
.	O
Nach	O
bisherigen	O
Erkenntnissen	O
war	O
eine	O
55-Jährige	O
gegen	O
23.05	O
Uhr	TIME
mit	O
einem	O
Taxi	O
in	O
der	O
Urbanstraße	LOCATION
in	O
Richtung	O
Herrmannplatz	O
unterwegs	O
.	O
An	O
der	O
Baerwaldstraße	LOCATION
hielt	O
sie	O
bei	O
„	O
Rot	O
``	O
an	O
einer	O
Ampel	O
an	O
.	O
Nachdem	O
diese	O
auf	O
„	O
Grün	O
``	O
umgeschaltet	O
hatte	O
,	O
fuhr	TIME
die	O
Kraftfahrerin	O
los	O
.	O
Im	O
Kreuzungsbereich	O
stieß	O
sie	O
mit	O
dem	O
29	O
Jahre	O
alten	O
Radfahrer	O
zusammen	O
,	O
der	O
offenbar	O
bei	O
„	O
Rot	O
``	O
die	O
Baerwald	O
-	O
in	O
Richtung	O
Gneisenaustraße	LOCATION
befuhr	TIME
.	O
Der	O
Zweiradfahrer	O
kam	O
mit	O
Rumpfverletzungen	O
zur	O
stationären	O
Behandlung	O
in	O
ein	O
Krankenhaus	O
.	O
Die	O
Taxifahrerin	O
blieb	O
unverletzt	O
.	O
Der	O
Verkehrsermittlungsdienst	O
der	O
Polizeidirektion	O
5	O
übernahm	O
die	O
Ermittlungen	O
.	O
Die	O
traditionellen	O
Aufzüge	O
des	O
Deutschen	O
Gewerkschaftsbundes	O
zum	O
1	O
.	O
Mai	O
verliefen	O
erneut	O
ohne	O
Vorkommnisse	O
.	O
Die	O
Demonstrationsteilnehmer	O
setzten	O
sich	O
kurz	O
nach	O
10	O
Uhr	TIME
in	O
Mitte	O
in	O
der	O
Spandauer	O
Straße	LOCATION
in	O
Bewegung	O
--	O
ein	O
Aufzug	O
zu	O
Fuß	O
,	O
ein	O
zweiter	O
als	O
Skater	O
-	O
und	O
Fahrradkorso	O
und	O
der	O
dritte	O
in	O
Form	O
eines	O
Motorradkorsos	O
.	O
Die	O
Teilnehmer	O
trafen	O
gegen	O
11.25	O
Uhr	TIME
am	O
Platz	O
des	O
18	O
.	O
März	O
ein	O
,	O
wo	O
im	O
Anschluss	O
die	O
Abschlusskundgebung	O
des	O
DGB	O
stattfand	O
.	O
Wie	O
bereits	O
in	O
den	O
vergangenen	O
Jahren	O
wird	O
das	O
Zusammentreffen	O
der	O
drei	O
Aufzüge	O
am	O
Endplatz	O
voraussichtlich	O
bis	O
in	O
die	O
späten	O
Nachmittagsstunden	O
andauern	O
.	O
Die	O
diesjährige	O
Walpurgisnacht	O
verlief	O
nach	O
Einschätzung	O
der	O
Polizei	O
Berlin	O
ohne	O
nennenswerte	O
Vorkommnisse	O
.	O
Im	O
Stadtgebiet	O
feierten	O
und	O
demonstrierten	O
mehrere	O
tausend	O
Personen	O
.	O
An	O
dem	O
Aufzug	O
„	O
Antikapitalistische	O
Walpurgisnacht	O
``	O
nahmen	O
rund	O
2.900	O
Personen	O
teil	O
.	O
Der	O
Aufzug	O
startete	O
gegen	O
20	O
Uhr	TIME
an	O
der	O
Müller	O
-	O
Ecke	O
Seestraße	LOCATION
und	O
zog	O
durch	O
den	O
Weddinger	O
Kiez	O
.	O
Während	O
des	O
Aufzugs	O
wurde	O
mehrfach	O
Pyrotechnik	O
abgebrannt	O
und	O
Böller	O
gezündet	O
.	O
Der	O
Veranstalter	O
beendete	O
den	O
Aufzug	O
gegen	O
22.10	O
Uhr	TIME
in	O
der	O
Pankstraße	LOCATION
.	O
Am	O
Mauerpark	O
in	O
Prenzlauer	O
Berg	O
feierten	O
bis	O
zu	O
1.300	O
Menschen	O
ausgesprochen	O
friedlich	O
.	O
Dort	O
galt	O
auch	O
dieses	O
Jahr	O
wieder	O
ein	O
Flaschen	O
-	O
und	O
Dosenverbot	O
.	O
Im	O
Treptower	O
Park	O
im	O
gleichnamigen	O
Bezirk	O
,	O
im	O
Görlitzer	O
Park	O
in	O
Kreuzberg	O
sowie	O
im	O
Volkspark	O
Friedrichshain	O
und	O
am	O
Boxhagener	O
Platz	O
im	O
selben	O
Stadtteil	O
hatten	O
sich	O
insgesamt	O
mehrere	O
Hundert	O
Personen	O
versammelt	O
und	O
ebenfalls	O
friedlich	O
in	O
den	O
Mai	O
gefeiert	O
.	O
In	O
der	O
Hasenheide	O
in	O
Neukölln	O
herrschte	O
ausgelassene	O
Stimmung	O
unter	O
den	O
etwa	O
5.000	O
Personen	O
,	O
die	O
sich	O
in	O
der	O
Grünanlage	O
aufhielten	O
.	O
Lediglich	O
im	O
Kreuzberger	O
Viktoriapark	O
musste	O
die	O
Polizei	O
